year	response
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
2004	did.not
